2942, 26315, 2998, 1162, 3517, 1350, 2803, 2434, 3063, 2022, 2673, 1292, 3194, 1539, 3323, 36056, 
26867, 1350, 26802, 1292, 2942, 1097, 2998, 1026, 2107, 592, 3517, 26250, 34467, 34437, 24508, 794, 
26867, 1227, 26802, 26380, 1763, 26445, 26932, 35101, 2745, 1350, 3390, 1858, 2996, 1437, 1978, 705, 
26867, 1350, 1978, 1292, 26932, 1487, 34142, 34115, 2745, 2117, 3323, 1227, 24252, 705, 3706, 20868, 
26867, 1350, 26802, 1162, 2745, 26315, 34530, 34514, 2942, 1153, 2426, 1091, 2090, 1553, 3301, 216, 
26932, 1162, 26867, 26315, 1828, 1858, 27127, 26575, 26802, 1292, 2745, 773, 2683, 1091, 1698, 657, 
26932, 26250, 2942, 1292, 2738, 26315, 1828, 2267, 2813, 706, 24508, 1163, 2673, 774, 35050, 1420, 
26932, 1292, 26867, 26315, 3321, 26250, 34532, 34516, 2942, 1350, 34467, 34437, 2675, 794, 3389, 20868, 
26867, 26315, 26802, 1162, 2745, 1292, 26932, 2117, 3322, 34971, 2491, 353, 35005, 35011, 3366, 227, 
26867, 1292, 2942, 1350, 2426, 26250, 2738, 35034, 35050, 1091, 3259, 1153, 2868, 2130, 2674, 1761, 
26867, 1350, 26802, 1292, 2745, 2117, 2868, 26250, 3390, 35034, 35052, 26315, 1698, 1812, 34595, 2453, 
26867, 1350, 26802, 1292, 2942, 1097, 2998, 2117, 3322, 26120, 3517, 20868, 24508, 1026, 2673, 26315, 
2942, 1350, 2998, 1097, 3517, 578, 2803, 26250, 26932, 1227, 24508, 1292, 3901, 773, 2738, 20868, 
26867, 1350, 26802, 1292, 2998, 26315, 2942, 34971, 3517, 1032, 24508, 1153, 3321, 35026, 1837, 773, 
26932, 26250, 2673, 1227, 3194, 1153, 1661, 706, 2942, 26380, 24508, 1350, 2738, 773, 26867, 20868, 
26867, 1350, 2942, 26250, 2738, 26315, 34467, 1292, 26737, 26120, 2868, 34904, 34922, 1097, 1661, 706, 
26867, 1350, 26802, 1292, 2942, 26250, 2998, 35034, 35053, 26315, 3517, 1812, 2915, 2332, 2285, 34971, 
26932, 26250, 2942, 1227, 1661, 706, 33497, 33475, 26802, 1153, 2745, 1422, 26867, 901, 1763, 35470, 
26932, 26380, 2942, 26445, 1661, 1153, 2745, 1350, 34660, 2332, 3387, 771, 33945, 33929, 2541, 26315, 
26932, 1292, 26867, 26315, 2745, 35099, 35114, 705, 2998, 773, 3517, 1350, 34148, 34124, 3390, 20868, 
26932, 26250, 2942, 1227, 26867, 35034, 35053, 1350, 2745, 1032, 2874, 26380, 2659, 773, 2237, 20868, 
26802, 1292, 26867, 26315, 2745, 773, 2942, 1350, 2426, 26250, 34467, 1025, 2868, 34448, 34530, 34516, 
26932, 1162, 2803, 26315, 3321, 643, 2942, 2434, 3063, 35686, 35707, 1292, 2998, 1350, 3517, 705, 
26867, 1350, 26802, 1422, 2745, 26315, 2107, 706, 2656, 34971, 34985, 1163, 2942, 901, 2426, 20868, 
26867, 1350, 2998, 1422, 3517, 26315, 26802, 901, 34530, 34517, 2942, 20868, 24508, 26250, 34467, 1025, 
2942, 26250, 26802, 1350, 2998, 1153, 26867, 35034, 35053, 1091, 2868, 1292, 3517, 2117, 3322, 26315, 
26932, 26250, 2942, 1153, 1661, 1422, 2738, 1350, 1828, 1749, 26867, 35034, 24508, 901, 35050, 20868, 
26932, 26250, 2942, 1227, 1661, 705, 26867, 1350, 2745, 1032, 33497, 33493, 24508, 1292, 1978, 1091, 
26932, 26380, 2942, 1153, 2237, 1669, 2738, 1350, 26737, 1114, 2803, 1227, 24508, 20868, 3321, 786, 
2942, 1350, 26802, 26250, 2745, 1153, 2998, 26380, 3517, 773, 24508, 1227, 2803, 20868, 3885, 277, 
26802, 26250, 2998, 1422, 3517, 901, 2745, 1153, 2803, 1292, 3322, 774, 2608, 20868, 3070, 1097, 
26932, 26380, 2942, 1153, 1661, 1350, 2803, 1669, 2745, 1227, 2090, 1114, 2738, 20868, 3063, 706, 
2942, 1350, 2673, 26250, 2868, 1422, 3194, 901, 26802, 20868, 2745, 1097, 26867, 35034, 35067, 578, 
26867, 1350, 26802, 1292, 2942, 1097, 2608, 1026, 2868, 26315, 3321, 26250, 34467, 34437, 2107, 707, 
26867, 1350, 2426, 26250, 1763, 26185, 26672, 578, 34400, 34517, 2981, 1422, 26932, 1115, 3321, 901, 
2942, 26315, 26802, 2267, 2998, 1422, 3517, 901, 24508, 26380, 2803, 774, 2617, 20868, 3240, 261, 
26932, 1292, 26867, 26315, 3321, 26250, 34532, 34499, 34467, 34437, 2942, 1350, 2237, 1179, 3387, 20868, 
2942, 1350, 26802, 1422, 2745, 26250, 2998, 1227, 3517, 1153, 2608, 901, 3704, 26120, 24508, 26380, 
26867, 1350, 2942, 1292, 26802, 1097, 2745, 578, 2608, 2325, 35114, 35081, 3309, 612, 26932, 1347, 
26932, 26380, 2237, 1350, 2803, 1153, 2942, 773, 2658, 1227, 2738, 2434, 3321, 725, 3063, 2022, 
2998, 26380, 3517, 26315, 2803, 1350, 2942, 1153, 24508, 773, 2738, 26120, 3259, 20868, 3321, 725, 
26867, 1350, 26802, 1292, 2745, 2117, 2868, 20868, 2813, 26315, 2608, 35489, 35505, 34971, 34987, 26250, 
26932, 1292, 26867, 26315, 3321, 26250, 2942, 1350, 34532, 34517, 2675, 35034, 35049, 773, 2813, 20868, 
2942, 26250, 2998, 1422, 3517, 901, 26867, 1091, 2868, 1350, 24508, 20868, 1763, 1292, 26802, 34516, 
26932, 26250, 2942, 1292, 26802, 1153, 3389, 1350, 2745, 1091, 24508, 773, 3704, 1227, 2608, 2258, 
26932, 26250, 2942, 1153, 1661, 1292, 24508, 774, 2673, 2258, 35053, 35034, 3194, 1032, 3353, 1164, 
26802, 1292, 2745, 26315, 26867, 1162, 2868, 1221, 2813, 26445, 3259, 1350, 3390, 20868, 2933, 34971, 
26932, 26380, 2942, 1153, 2745, 1350, 1661, 2117, 24508, 20868, 3901, 1227, 33945, 33929, 26867, 725, 
26932, 26380, 2942, 1153, 1661, 1032, 2073, 1350, 24508, 773, 3901, 1227, 2738, 20868, 3063, 1487, 
26932, 26250, 2942, 1227, 1661, 706, 33497, 33475, 24508, 1350, 3387, 1153, 3837, 1292, 26802, 1812, 
26932, 1292, 2942, 26315, 2745, 2267, 3370, 26250, 2738, 1350, 35050, 35034, 35060, 35093, 34083, 34050, 
26932, 26250, 2942, 1227, 2738, 1350, 3389, 2434, 24508, 1292, 3063, 2022, 26867, 35093, 1763, 1380, 
26932, 1162, 26867, 26315, 1828, 1858, 27127, 1487, 27062, 733, 2023, 1682, 2738, 1153, 3069, 1292, 
26932, 1162, 2803, 26315, 3321, 643, 3387, 35099, 35123, 1858, 2998, 705, 3517, 35101, 35115, 26380, 
26932, 1162, 2745, 26315, 2942, 2434, 3063, 35686, 35707, 1292, 2998, 1350, 3517, 705, 2803, 2117, 
26932, 1292, 26867, 26315, 2745, 1350, 1978, 35099, 35114, 773, 34142, 34124, 2942, 20868, 2237, 1097, 
26867, 1350, 26802, 1292, 2942, 2117, 3322, 771, 2868, 36065, 36091, 1227, 2745, 1812, 1763, 20868, 
2942, 26315, 26802, 1162, 26867, 1350, 2745, 1032, 26672, 1422, 2868, 901, 26737, 2434, 3389, 705, 
2942, 1350, 2998, 1422, 3517, 901, 24508, 20868, 26867, 1227, 26672, 261, 1568, 1162, 26802, 1025, 
26932, 26380, 2942, 1153, 1661, 1422, 26867, 35036, 1978, 773, 33566, 33539, 24508, 1350, 33945, 33931, 
26867, 1227, 26802, 26380, 2942, 2332, 4013, 26445, 2745, 1350, 1978, 773, 2868, 20868, 3390, 1162, 
2942, 26315, 2673, 2434, 2868, 705, 3194, 1350, 3063, 35686, 35707, 1162, 2803, 1292, 3321, 1539, 
26867, 1350, 26802, 1292, 2942, 26250, 1763, 34516, 34530, 26185, 26932, 35093, 2813, 1252, 24508, 773, 
26867, 1350, 26802, 1292, 2998, 26315, 3517, 773, 2942, 20868, 24508, 1097, 1837, 578, 2107, 259, 
26932, 26250, 2942, 1292, 2998, 26315, 34532, 34516, 26867, 1350, 3517, 773, 24508, 20868, 2745, 1153, 
26867, 1227, 26932, 1350, 2933, 1747, 1828, 725, 26802, 34971, 35005, 1292, 2413, 26250, 2942, 35034, 
26932, 1162, 3390, 26315, 1828, 1682, 26867, 1153, 2738, 35034, 35050, 1858, 2745, 1292, 2996, 1437, 
26932, 26250, 2942, 1227, 26867, 35034, 35053, 1350, 2745, 1032, 1978, 705, 3387, 1487, 2526, 1292, 
26802, 26250, 2942, 1350, 2745, 1292, 2868, 1153, 26867, 26315, 2608, 1032, 2673, 773, 3194, 20868, 
26867, 26315, 26802, 1162, 2745, 1350, 2942, 1032, 26672, 1292, 1978, 1552, 26932, 35099, 35114, 2117, 
26867, 1350, 2942, 1422, 2998, 901, 3517, 20868, 26802, 1162, 24508, 26315, 3321, 26120, 2868, 2072, 
26867, 1292, 2942, 1350, 1978, 1487, 34142, 34115, 3321, 1227, 2738, 705, 26672, 26510, 2998, 901, 
2942, 1097, 26932, 578, 2745, 1292, 26867, 2117, 2813, 1350, 3387, 26315, 1828, 2325, 24508, 35492, 
26867, 1292, 26932, 26315, 34532, 34516, 2942, 1162, 2813, 1221, 24508, 774, 26802, 20868, 3063, 34971, 
26932, 1422, 26867, 1227, 2745, 1162, 2874, 901, 3323, 26185, 2813, 705, 2942, 643, 3063, 1350, 
26867, 1350, 2942, 1292, 2868, 26250, 2813, 1153, 24508, 26315, 2673, 1221, 3194, 643, 26802, 34971, 
26867, 1350, 2942, 1422, 1978, 901, 3321, 20868, 2738, 1227, 26932, 705, 2237, 1487, 2526, 2005, 
26932, 26380, 2237, 1153, 2745, 1350, 2803, 1554, 3390, 773, 24508, 20868, 2996, 1227, 3387, 1162, 
2942, 1422, 2998, 901, 26867, 26250, 2738, 1025, 3517, 26315, 24508, 1350, 2426, 20868, 2683, 1091, 
26802, 26380, 2745, 1350, 2942, 1153, 2803, 1669, 2868, 20868, 2998, 1227, 3517, 1032, 24508, 538, 
26932, 26250, 2942, 1292, 26867, 35034, 35053, 1032, 2813, 1669, 2659, 794, 2491, 1422, 3321, 1227, 
2673, 1422, 3194, 1350, 2998, 901, 2942, 26250, 26802, 1153, 3517, 1227, 24508, 26380, 2745, 20868, 
26867, 1227, 26802, 26380, 1763, 1422, 26932, 26575, 2745, 1477, 27127, 26120, 2942, 1025, 3389, 1680, 
26932, 26250, 2942, 1227, 26867, 1350, 2745, 35034, 35067, 1032, 2237, 1153, 2787, 1292, 2426, 26185, 
26867, 1350, 26802, 1292, 2942, 26250, 2868, 26315, 2745, 1153, 2608, 1032, 34530, 34516, 3389, 2202, 
2942, 1350, 26802, 1292, 2745, 2117, 2998, 20868, 3517, 26315, 2608, 801, 26867, 1153, 34530, 34516, 
26932, 1162, 26867, 26315, 34532, 34514, 26802, 1350, 2745, 1153, 1978, 34971, 2942, 2434, 1763, 35686, 
26867, 1350, 26802, 1292, 2942, 2117, 3321, 1097, 2608, 36065, 36091, 578, 2868, 20868, 2813, 1227, 
26932, 26250, 2942, 1292, 2745, 1032, 26867, 35034, 35053, 1227, 27062, 774, 1958, 1164, 2874, 26185, 
26867, 26315, 26802, 1292, 2745, 1162, 34530, 34516, 2426, 1350, 2868, 1858, 2813, 35549, 35579, 1221, 
2942, 1350, 26802, 1292, 2745, 2117, 3259, 26250, 2608, 35489, 35506, 20868, 26737, 1097, 2998, 578, 
26867, 1292, 26802, 1097, 2608, 1026, 3259, 1162, 2426, 26445, 2998, 1350, 3517, 773, 1763, 34514, 
26932, 26250, 2942, 1227, 26867, 35034, 35053, 1350, 2745, 1032, 2933, 1091, 27062, 1487, 2608, 26380, 
26932, 26380, 2942, 1153, 26867, 35036, 35053, 1669, 33955, 1347, 3323, 33931, 2745, 2266, 2237, 774, 
26932, 26250, 2942, 1153, 2673, 1292, 3194, 1227, 26867, 35034, 35053, 706, 1635, 67, 2609, 1747, 
26932, 26250, 2942, 1292, 2803, 1153, 2998, 26315, 3387, 1350, 3517, 773, 24508, 20868, 2738, 1097, 
26932, 26380, 2942, 1153, 1661, 1032, 2073, 1350, 33952, 33931, 2745, 2117, 2803, 2434, 3063, 35686, 
26932, 26250, 2942, 1153, 1661, 1292, 33945, 33929, 2803, 774, 3322, 643, 1828, 1357, 3387, 1420, 
26867, 26315, 26802, 1162, 2745, 1292, 26932, 2117, 1828, 1682, 2942, 1153, 34467, 774, 3322, 34465, 
26802, 26380, 2998, 1350, 3517, 1162, 26867, 2117, 3322, 36065, 36091, 1227, 2868, 1282, 2673, 35036, 
26867, 26315, 2942, 1350, 2998, 1162, 3517, 1858, 24508, 1292, 26802, 705, 2673, 773, 2745, 2325, 
26932, 26250, 2745, 1292, 26997, 26315, 1661, 706, 33497, 33475, 2803, 1153, 2942, 774, 24508, 1422, 
2942, 26250, 26802, 1153, 2745, 26380, 2868, 26445, 3389, 1227, 24508, 773, 2673, 1356, 3194, 774, 
26802, 1292, 2942, 1350, 2745, 26315, 26867, 773, 1978, 20868, 2868, 1487, 2526, 1097, 2683, 578, 
26932, 1292, 26867, 26315, 3321, 26250, 2942, 35034, 35053, 1350, 1828, 725, 2931, 1153, 33955, 33929, 
2942, 26315, 2998, 2434, 3517, 705, 24508, 1350, 2803, 1162, 3899, 26380, 26932, 35099, 35115, 26120, 
2942, 1350, 26802, 1422, 2673, 901, 3194, 20868, 2868, 1227, 2745, 26380, 26867, 1153, 3389, 35036, 
26932, 26250, 2942, 1292, 26867, 35034, 35053, 1032, 2813, 1153, 33955, 33929, 24508, 26315, 26802, 1350, 
26802, 1350, 2745, 26250, 2942, 26315, 34530, 34517, 2998, 1153, 3517, 667, 2608, 26380, 26737, 1357, 
26867, 1350, 2942, 1422, 26802, 901, 2998, 1162, 2745, 26315, 2683, 20868, 3517, 1091, 24508, 34971, 
2942, 26250, 2868, 1350, 26802, 1292, 26867, 26315, 34530, 34517, 2237, 1115, 2786, 35034, 35052, 706, 
26867, 1350, 26802, 1292, 2998, 26315, 2942, 2117, 3322, 801, 3517, 1162, 2683, 20868, 24508, 26185, 
26802, 26250, 2942, 1153, 2745, 26380, 2868, 1350, 26867, 2332, 1763, 35684, 33947, 36269, 33490, 33474, 
26867, 1350, 2942, 26315, 26802, 1292, 2745, 1162, 2868, 705, 2673, 2117, 3322, 20868, 3389, 1097, 
26932, 26250, 2942, 1227, 26867, 35034, 35053, 1350, 2745, 1032, 26997, 643, 26672, 1153, 2659, 1292, 
26802, 26380, 2745, 1350, 2942, 1153, 26932, 2117, 2803, 1227, 3389, 26120, 24508, 1697, 3309, 2258, 
2942, 1350, 2998, 1097, 3517, 578, 24508, 1422, 2803, 26315, 3321, 705, 3901, 901, 26932, 35099, 
26802, 26380, 2745, 2117, 2998, 35489, 35505, 1227, 3517, 26445, 2803, 1350, 3070, 1153, 3704, 20868, 
